accession,model_entity_id,latest_version,mean_plddt,organism,tax_id,gene,description,uniprot_id,seq_length,cif_url
A0A843CAZ7,AF-A0A843CAZ7-F1,6,95.06,Methanosarcinales archaeon,2250255,JJE19_08300,CBS domain-containing protein,A0A843CAZ7_9EURY,48,https://alphafold.ebi.ac.uk/files/AF-A0A843CAZ7-F1-model_v6.cif
A0A849PHU7,AF-A0A849PHU7-F1,6,97.56,Methanosarcinales archaeon,2250255,GQ566_04380,Desulfoferrodoxin FeS4 iron-binding domain-containing protein,A0A849PHU7_9EURY,37,https://alphafold.ebi.ac.uk/files/AF-A0A849PHU7-F1-model_v6.cif
A0A849PJP1,AF-A0A849PJP1-F1,6,96.0,Methanosarcinales archaeon,2250255,GQ566_03290,Nitroreductase family protein,A0A849PJP1_9EURY,43,https://alphafold.ebi.ac.uk/files/AF-A0A849PJP1-F1-model_v6.cif
A0A849PLI1,AF-A0A849PLI1-F1,6,97.25,Methanosarcinales archaeon,2250255,GQ567_01195,Desulfoferrodoxin FeS4 iron-binding domain-containing protein,A0A849PLI1_9EURY,37,https://alphafold.ebi.ac.uk/files/AF-A0A849PLI1-F1-model_v6.cif
A0A8J7XH87,AF-A0A8J7XH87-F1,6,96.44,Theionarchaea archaeon,2747605,HXS44_11075,NFYB/HAP3 family transcription factor subunit,A0A8J7XH87_9EURY,42,https://alphafold.ebi.ac.uk/files/AF-A0A8J7XH87-F1-model_v6.cif
A0A8J8C3Q5,AF-A0A8J8C3Q5-F1,6,96.38,Theionarchaea archaeon,2747605,HXS45_00475,DUF521 domain-containing protein,A0A8J8C3Q5_9EURY,48,https://alphafold.ebi.ac.uk/files/AF-A0A8J8C3Q5-F1-model_v6.cif
A0A8J8DHJ8,AF-A0A8J8DHJ8-F1,6,97.62,Thermococcus sp. MAR1,1638263,E3E25_11205,Adenosine monophosphate-protein transferase,A0A8J8DHJ8_9EURY,44,https://alphafold.ebi.ac.uk/files/AF-A0A8J8DHJ8-F1-model_v6.cif
A0A8S8Y833,AF-A0A8S8Y833-F1,6,95.19,Candidatus Poseidoniales archaeon,2163009,CM15mP78_08360,Ribose 5-phosphate isomerase A,A0A8S8Y833_9ARCH,47,https://alphafold.ebi.ac.uk/files/AF-A0A8S8Y833-F1-model_v6.cif
A0A8S8YJI6,AF-A0A8S8YJI6-F1,6,96.25,Candidatus Poseidoniales archaeon,2163009,Ct9H90mP16_21650,N-acetyltransferase,A0A8S8YJI6_9ARCH,36,https://alphafold.ebi.ac.uk/files/AF-A0A8S8YJI6-F1-model_v6.cif
A0A8S8YVN2,AF-A0A8S8YVN2-F1,6,96.62,Candidatus Poseidoniales archaeon,2163009,CM1200mP21_03850,tRNA-binding domain-containing protein,A0A8S8YVN2_9ARCH,48,https://alphafold.ebi.ac.uk/files/AF-A0A8S8YVN2-F1-model_v6.cif
A0A8T4DH60,AF-A0A8T4DH60-F1,6,96.88,Methanomicrobia archaeon,2268195,JW878_00985,NFYB/HAP3 family transcription factor subunit,A0A8T4DH60_9EURY,46,https://alphafold.ebi.ac.uk/files/AF-A0A8T4DH60-F1-model_v6.cif
A0A8T5JI94,AF-A0A8T5JI94-F1,6,97.5,Candidatus Bathyarchaeota archaeon,2026714,HN376_01460,Uncharacterized protein,A0A8T5JI94_9ARCH,45,https://alphafold.ebi.ac.uk/files/AF-A0A8T5JI94-F1-model_v6.cif
A0A8T5KDM7,AF-A0A8T5KDM7-F1,6,97.31,Candidatus Bathyarchaeota archaeon,2026714,HN376_05825,Desulfoferrodoxin FeS4 iron-binding domain-containing protein,A0A8T5KDM7_9ARCH,38,https://alphafold.ebi.ac.uk/files/AF-A0A8T5KDM7-F1-model_v6.cif
A0A8T6SHV5,AF-A0A8T6SHV5-F1,6,97.5,Thermoproteota archaeon,2056631,GWN17_10320,Class I SAM-dependent methyltransferase,A0A8T6SHV5_9CREN,33,https://alphafold.ebi.ac.uk/files/AF-A0A8T6SHV5-F1-model_v6.cif
A0A8T6TUW3,AF-A0A8T6TUW3-F1,6,95.62,Nitrosopumilaceae archaeon,2202732,GWN01_00710,RNA polymerase subunit sigma-24,A0A8T6TUW3_9ARCH,33,https://alphafold.ebi.ac.uk/files/AF-A0A8T6TUW3-F1-model_v6.cif
A0A8T6U953,AF-A0A8T6U953-F1,6,96.69,Nitrosopumilaceae archaeon,2202732,GWN01_12385,Ribose-phosphate pyrophosphokinase,A0A8T6U953_9ARCH,49,https://alphafold.ebi.ac.uk/files/AF-A0A8T6U953-F1-model_v6.cif
A0A8T6UP66,AF-A0A8T6UP66-F1,6,96.31,Candidatus Bathyarchaeota archaeon,2026714,GWM83_05085,Thiolase N-terminal domain-containing protein,A0A8T6UP66_9ARCH,50,https://alphafold.ebi.ac.uk/files/AF-A0A8T6UP66-F1-model_v6.cif
A0A8T6WDJ4,AF-A0A8T6WDJ4-F1,6,97.5,Thorarchaeota archaeon (strain OWC),2053491,GWN31_11430,Methyltransferase domain-containing protein,A0A8T6WDJ4_THOAR,33,https://alphafold.ebi.ac.uk/files/AF-A0A8T6WDJ4-F1-model_v6.cif
A0A8T6XLB1,AF-A0A8T6XLB1-F1,6,96.12,Nitrosopumilaceae archaeon,2202732,GWN01_06205,tRNA-binding protein,A0A8T6XLB1_9ARCH,44,https://alphafold.ebi.ac.uk/files/AF-A0A8T6XLB1-F1-model_v6.cif
A0A949JHM8,AF-A0A949JHM8-F1,6,96.81,Theionarchaea archaeon,2747605,HXS53_09990,DUF424 family protein,A0A949JHM8_9EURY,50,https://alphafold.ebi.ac.uk/files/AF-A0A949JHM8-F1-model_v6.cif
A1TJT8,AF-A1TJT8-F1,6,95.75,Paracidovorax citrulli (strain AAC00-1),397945,rpmJ,Large ribosomal subunit protein bL36,RL36_PARC0,37,https://alphafold.ebi.ac.uk/files/AF-A1TJT8-F1-model_v6.cif
A1TYL8,AF-A1TYL8-F1,6,95.31,Marinobacter nauticus (strain ATCC 700491 / DSM 11845 / VT8),351348,rpmJ,Large ribosomal subunit protein bL36,RL36_MARN8,37,https://alphafold.ebi.ac.uk/files/AF-A1TYL8-F1-model_v6.cif
A1V881,AF-A1V881-F1,6,95.94,Burkholderia mallei (strain SAVP1),320388,rpmJ,Large ribosomal subunit protein bL36,RL36_BURMS,38,https://alphafold.ebi.ac.uk/files/AF-A1V881-F1-model_v6.cif
A1VES0,AF-A1VES0-F1,6,97.06,Nitratidesulfovibrio vulgaris (strain DP4),391774,rpmH,Large ribosomal subunit protein bL34,RL34_NITV4,44,https://alphafold.ebi.ac.uk/files/AF-A1VES0-F1-model_v6.cif
A1WVA1,AF-A1WVA1-F1,6,95.31,Halorhodospira halophila (strain DSM 244 / SL1),349124,rpmJ,Large ribosomal subunit protein bL36,RL36_HALHL,37,https://alphafold.ebi.ac.uk/files/AF-A1WVA1-F1-model_v6.cif
A2S7J8,AF-A2S7J8-F1,6,95.69,Burkholderia mallei (strain NCTC 10229),412022,rpmJ,Large ribosomal subunit protein bL36,RL36_BURM9,38,https://alphafold.ebi.ac.uk/files/AF-A2S7J8-F1-model_v6.cif
A3MRX6,AF-A3MRX6-F1,6,96.0,Burkholderia mallei (strain NCTC 10247),320389,rpmJ,Large ribosomal subunit protein bL36,RL36_BURM7,38,https://alphafold.ebi.ac.uk/files/AF-A3MRX6-F1-model_v6.cif
A3P091,AF-A3P091-F1,6,96.12,Burkholderia pseudomallei (strain 1106a),357348,rpmJ,Large ribosomal subunit protein bL36,RL36_BURP0,38,https://alphafold.ebi.ac.uk/files/AF-A3P091-F1-model_v6.cif
A4VHQ1,AF-A4VHQ1-F1,6,95.75,Stutzerimonas stutzeri (strain A1501),379731,rpmJ,Large ribosomal subunit protein bL36,RL36_STUS1,38,https://alphafold.ebi.ac.uk/files/AF-A4VHQ1-F1-model_v6.cif
A4WFA7,AF-A4WFA7-F1,6,95.62,Enterobacter sp. (strain 638),399742,rpmJ1,Large ribosomal subunit protein bL36A,RL361_ENT38,38,https://alphafold.ebi.ac.uk/files/AF-A4WFA7-F1-model_v6.cif
A5CCQ4,AF-A5CCQ4-F1,6,95.69,Orientia tsutsugamushi (strain Boryong),357244,rpmJ,Large ribosomal subunit protein bL36,RL36_ORITB,41,https://alphafold.ebi.ac.uk/files/AF-A5CCQ4-F1-model_v6.cif
A5FMZ9,AF-A5FMZ9-F1,6,95.62,Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / JCM 8514 / BCRC 14874 / CCUG 350202 / NBRC 14942 / NCIMB 11054 / UW101),376686,rpmJ,Large ribosomal subunit protein bL36,RL36_FLAJ1,38,https://alphafold.ebi.ac.uk/files/AF-A5FMZ9-F1-model_v6.cif
A5FRW8,AF-A5FRW8-F1,6,95.12,Dehalococcoides mccartyi (strain ATCC BAA-2100 / JCM 16839 / KCTC 5957 / BAV1),216389,rpmJ,Large ribosomal subunit protein bL36,RL36_DEHMB,37,https://alphafold.ebi.ac.uk/files/AF-A5FRW8-F1-model_v6.cif
A5GN09,AF-A5GN09-F1,6,95.56,Synechococcus sp. (strain WH7803),32051,rpmH,Large ribosomal subunit protein bL34,RL34_SYNPW,45,https://alphafold.ebi.ac.uk/files/AF-A5GN09-F1-model_v6.cif
A5GRN4,AF-A5GRN4-F1,6,95.5,Synechococcus sp. (strain RCC307),316278,rpmH,Large ribosomal subunit protein bL34,RL34_SYNR3,45,https://alphafold.ebi.ac.uk/files/AF-A5GRN4-F1-model_v6.cif
A6QCS0,AF-A6QCS0-F1,6,95.56,Sulfurovum sp. (strain NBC37-1),387093,rpmJ,Large ribosomal subunit protein bL36,RL36_SULNB,37,https://alphafold.ebi.ac.uk/files/AF-A6QCS0-F1-model_v6.cif
A6W371,AF-A6W371-F1,6,95.56,Marinomonas sp. (strain MWYL1),400668,rpmJ,Large ribosomal subunit protein bL36,RL36_MARMS,37,https://alphafold.ebi.ac.uk/files/AF-A6W371-F1-model_v6.cif
A7MPF5,AF-A7MPF5-F1,6,95.31,Cronobacter sakazakii (strain ATCC BAA-894),290339,rpmJ1,Large ribosomal subunit protein bL36A,RL361_CROS8,38,https://alphafold.ebi.ac.uk/files/AF-A7MPF5-F1-model_v6.cif
A7MWH9,AF-A7MWH9-F1,6,95.69,Vibrio campbellii (strain ATCC BAA-1116),2902295,rpmJ1,Large ribosomal subunit protein bL36A,RL361_VIBC1,37,https://alphafold.ebi.ac.uk/files/AF-A7MWH9-F1-model_v6.cif
A7ZSI8,AF-A7ZSI8-F1,6,95.5,Escherichia coli O139:H28 (strain E24377A / ETEC),331111,rpmJ1,Large ribosomal subunit protein bL36A,RL361_ECO24,38,https://alphafold.ebi.ac.uk/files/AF-A7ZSI8-F1-model_v6.cif
A8A5A4,AF-A8A5A4-F1,6,95.38,Escherichia coli O9:H4 (strain HS),331112,rpmJ1,Large ribosomal subunit protein bL36A,RL361_ECOHS,38,https://alphafold.ebi.ac.uk/files/AF-A8A5A4-F1-model_v6.cif
A8ETK2,AF-A8ETK2-F1,6,95.31,Aliarcobacter butzleri (strain RM4018),367737,rpmJ,Large ribosomal subunit protein bL36,RL36_ALIB4,37,https://alphafold.ebi.ac.uk/files/AF-A8ETK2-F1-model_v6.cif
A9ADL5,AF-A9ADL5-F1,6,95.75,Burkholderia multivorans (strain ATCC 17616 / 249),395019,rpmJ,Large ribosomal subunit protein bL36,RL36_BURM1,38,https://alphafold.ebi.ac.uk/files/AF-A9ADL5-F1-model_v6.cif
B1GZA6,AF-B1GZA6-F1,6,96.0,Endomicrobium trichonymphae,1408204,rpmJ,Large ribosomal subunit protein bL36,RL36_ENDTX,37,https://alphafold.ebi.ac.uk/files/AF-B1GZA6-F1-model_v6.cif
B1IQ00,AF-B1IQ00-F1,6,95.38,Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks),481805,rpmJ1,Large ribosomal subunit protein bL36A,RL361_ECOLC,38,https://alphafold.ebi.ac.uk/files/AF-B1IQ00-F1-model_v6.cif
B1JIY2,AF-B1JIY2-F1,6,95.62,Yersinia pseudotuberculosis serotype O:3 (strain YPIII),502800,rpmJ1,Large ribosomal subunit protein bL36A,RL361_YERPY,38,https://alphafold.ebi.ac.uk/files/AF-B1JIY2-F1-model_v6.cif
B1JU44,AF-B1JU44-F1,6,96.12,Burkholderia orbicola (strain MC0-3),406425,rpmJ,Large ribosomal subunit protein bL36,RL36_BURO0,38,https://alphafold.ebi.ac.uk/files/AF-B1JU44-F1-model_v6.cif
B1LHB3,AF-B1LHB3-F1,6,95.56,Escherichia coli (strain SMS-3-5 / SECEC),439855,rpmJ1,Large ribosomal subunit protein bL36A,RL361_ECOSM,38,https://alphafold.ebi.ac.uk/files/AF-B1LHB3-F1-model_v6.cif
B1WWJ3,AF-B1WWJ3-F1,6,95.5,Crocosphaera subtropica (strain ATCC 51142 / BH68),43989,rpmH,Large ribosomal subunit protein bL34,RL34_CROS5,45,https://alphafold.ebi.ac.uk/files/AF-B1WWJ3-F1-model_v6.cif
B1X6F1,AF-B1X6F1-F1,6,95.44,Escherichia coli (strain K12 / DH10B),316385,rpmJ1,Large ribosomal subunit protein bL36A,RL361_ECODH,38,https://alphafold.ebi.ac.uk/files/AF-B1X6F1-F1-model_v6.cif
B3CQF1,AF-B3CQF1-F1,6,95.75,Orientia tsutsugamushi (strain Ikeda),334380,rpmJ,Large ribosomal subunit protein bL36,RL36_ORITI,41,https://alphafold.ebi.ac.uk/files/AF-B3CQF1-F1-model_v6.cif
B5FGD7,AF-B5FGD7-F1,6,95.75,Aliivibrio fischeri (strain MJ11),388396,rpmJ,Large ribosomal subunit protein bL36,RL36_ALIFM,37,https://alphafold.ebi.ac.uk/files/AF-B5FGD7-F1-model_v6.cif
B8DP14,AF-B8DP14-F1,6,95.5,Nitratidesulfovibrio vulgaris (strain DSM 19637 / Miyazaki F),883,rpmH,Large ribosomal subunit protein bL34,RL34_NITV9,45,https://alphafold.ebi.ac.uk/files/AF-B8DP14-F1-model_v6.cif
B8GV37,AF-B8GV37-F1,6,96.12,Thioalkalivibrio sulfidiphilus (strain HL-EbGR7),396588,rpmJ,Large ribosomal subunit protein bL36,RL36_THISH,37,https://alphafold.ebi.ac.uk/files/AF-B8GV37-F1-model_v6.cif
B8HR51,AF-B8HR51-F1,6,95.12,Cyanothece sp. (strain PCC 7425 / ATCC 29141),395961,rpmH,Large ribosomal subunit protein bL34,RL34_CYAP4,45,https://alphafold.ebi.ac.uk/files/AF-B8HR51-F1-model_v6.cif
C0HLA1,AF-C0HLA1-F1,6,96.88,Lachesis muta rhombeata,60219,,Thrombin-like enzyme LmrSP-2,VSP2_LACMR,30,https://alphafold.ebi.ac.uk/files/AF-C0HLA1-F1-model_v6.cif
C6C1A7,AF-C6C1A7-F1,6,95.38,Maridesulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIMB 8403 / VKM B-1763),526222,rpmJ,Large ribosomal subunit protein bL36,RL36_MARSD,37,https://alphafold.ebi.ac.uk/files/AF-C6C1A7-F1-model_v6.cif
H0AEA3,AF-H0AEA3-F1,6,95.75,Haloredivivus sp. (strain G17),1072681,HRED_10714,Metalloenzyme domain-containing protein,H0AEA3_HALSG,34,https://alphafold.ebi.ac.uk/files/AF-H0AEA3-F1-model_v6.cif
I7CSI0,AF-I7CSI0-F1,6,95.19,Natrinema sp. (strain J7-2),406552,rpl39e,Large ribosomal subunit protein eL39,I7CSI0_NATSJ,50,https://alphafold.ebi.ac.uk/files/AF-I7CSI0-F1-model_v6.cif
M0B978,AF-M0B978-F1,6,95.25,Natrialba aegyptia DSM 13077,1227491,rpl39e,Large ribosomal subunit protein eL39,M0B978_9EURY,50,https://alphafold.ebi.ac.uk/files/AF-M0B978-F1-model_v6.cif
M0BL78,AF-M0BL78-F1,6,95.25,Halovivax asiaticus JCM 14624,1227490,C479_07251,Short-chain dehydrogenase/reductase SDR,M0BL78_9EURY,35,https://alphafold.ebi.ac.uk/files/AF-M0BL78-F1-model_v6.cif
M1P6N2,AF-M1P6N2-F1,6,95.56,Methanosarcina mazei Tuc01,1236903,MmTuc01_0642,Desulforedoxin,M1P6N2_METMZ,41,https://alphafold.ebi.ac.uk/files/AF-M1P6N2-F1-model_v6.cif
O96797,AF-O96797-F1,6,95.62,Skeletonema costatum,2843,psb30,Photosystem II reaction center protein Psb30,PSB30_SKECO,34,https://alphafold.ebi.ac.uk/files/AF-O96797-F1-model_v6.cif
P00273,AF-P00273-F1,6,96.62,Megalodesulfovibrio gigas,879,dsr,Desulforedoxin,DESR_MEGGA,37,https://alphafold.ebi.ac.uk/files/AF-P00273-F1-model_v6.cif
P0A404,AF-P0A404-F1,6,96.44,Synechococcus elongatus,32046,psaM,Photosystem I reaction center subunit XII,PSAM_SYNEL,31,https://alphafold.ebi.ac.uk/files/AF-P0A404-F1-model_v6.cif
P0A497,AF-P0A497-F1,6,95.69,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),243277,rpmJ,Large ribosomal subunit protein bL36A,RL361_VIBCH,37,https://alphafold.ebi.ac.uk/files/AF-P0A497-F1-model_v6.cif
P0A7R0,AF-P0A7R0-F1,6,95.31,Shigella flexneri,623,rpmJ,Large ribosomal subunit protein bL36,RL36_SHIFL,38,https://alphafold.ebi.ac.uk/files/AF-P0A7R0-F1-model_v6.cif
P17684,AF-P17684-F1,6,96.31,Conus tulipa,6495,,Conantokin-T,CKT_CONTU,21,https://alphafold.ebi.ac.uk/files/AF-P17684-F1-model_v6.cif
P80502,AF-P80502-F1,6,96.56,Solanum tuberosum,4113,,"Chaperonin HSP60, mitochondrial",CH60_SOLTU,40,https://alphafold.ebi.ac.uk/files/AF-P80502-F1-model_v6.cif
P83867,AF-P83867-F1,6,95.12,Leptodactylus ocellatus,928525,,Ocellatin-3,OCE3_LEPOE,21,https://alphafold.ebi.ac.uk/files/AF-P83867-F1-model_v6.cif
P84337,AF-P84337-F1,6,96.5,Phyllomedusa tarsius,306084,,Homotarsinin,HTRSN_PHYTS,24,https://alphafold.ebi.ac.uk/files/AF-P84337-F1-model_v6.cif
P84477,AF-P84477-F1,6,95.25,Cyprinus carpio,7962,,Myofibril-bound serine protease,MBSP_CYPCA,22,https://alphafold.ebi.ac.uk/files/AF-P84477-F1-model_v6.cif
P84807,AF-P84807-F1,6,95.06,Naja haje haje,8642,,Cysteine-rich venom protein 25-A,CRVPA_NAJHH,29,https://alphafold.ebi.ac.uk/files/AF-P84807-F1-model_v6.cif
P86498,AF-P86498-F1,6,95.88,Cervus elaphus,9860,,Keratin,KRT_CEREL,23,https://alphafold.ebi.ac.uk/files/AF-P86498-F1-model_v6.cif
Q0ABF4,AF-Q0ABF4-F1,6,96.0,Alkalilimnicola ehrlichii (strain ATCC BAA-1101 / DSM 17681 / MLHE-1),187272,rpmJ,Large ribosomal subunit protein bL36,RL36_ALKEH,37,https://alphafold.ebi.ac.uk/files/AF-Q0ABF4-F1-model_v6.cif
Q0T003,AF-Q0T003-F1,6,95.5,Shigella flexneri serotype 5b (strain 8401),373384,rpmJ,Large ribosomal subunit protein bL36,RL36_SHIF8,38,https://alphafold.ebi.ac.uk/files/AF-Q0T003-F1-model_v6.cif
Q0TCG2,AF-Q0TCG2-F1,6,95.5,Escherichia coli O6:K15:H31 (strain 536 / UPEC),362663,rpmJ1,Large ribosomal subunit protein bL36A,RL361_ECOL5,38,https://alphafold.ebi.ac.uk/files/AF-Q0TCG2-F1-model_v6.cif
Q0VSI2,AF-Q0VSI2-F1,6,95.12,Alcanivorax borkumensis (strain ATCC 700651 / DSM 11573 / NCIMB 13689 / SK2),393595,rpmJ,Large ribosomal subunit protein bL36,RL36_ALCBS,38,https://alphafold.ebi.ac.uk/files/AF-Q0VSI2-F1-model_v6.cif
Q1BRX0,AF-Q1BRX0-F1,6,95.94,Burkholderia orbicola (strain AU 1054),331271,rpmJ,Large ribosomal subunit protein bL36,RL36_BURO1,38,https://alphafold.ebi.ac.uk/files/AF-Q1BRX0-F1-model_v6.cif
Q1R632,AF-Q1R632-F1,6,95.5,Escherichia coli (strain UTI89 / UPEC),364106,rpmJ1,Large ribosomal subunit protein bL36A,RL361_ECOUT,38,https://alphafold.ebi.ac.uk/files/AF-Q1R632-F1-model_v6.cif
Q1XDA2,AF-Q1XDA2-F1,6,95.06,Pyropia yezoensis,2788,psb30,Photosystem II reaction center protein Psb30,PSB30_PYRYE,34,https://alphafold.ebi.ac.uk/files/AF-Q1XDA2-F1-model_v6.cif
Q21M37,AF-Q21M37-F1,6,95.5,Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),203122,rpmJ,Large ribosomal subunit protein bL36,RL36_SACD2,38,https://alphafold.ebi.ac.uk/files/AF-Q21M37-F1-model_v6.cif
Q21QP5,AF-Q21QP5-F1,6,96.06,Albidiferax ferrireducens (strain ATCC BAA-621 / DSM 15236 / T118),338969,rpmJ,Large ribosomal subunit protein bL36,RL36_ALBFT,37,https://alphafold.ebi.ac.uk/files/AF-Q21QP5-F1-model_v6.cif
Q2JHS2,AF-Q2JHS2-F1,6,95.12,Synechococcus sp. (strain JA-2-3B'a(2-13)),321332,rpmH,Large ribosomal subunit protein bL34,RL34_SYNJB,46,https://alphafold.ebi.ac.uk/files/AF-Q2JHS2-F1-model_v6.cif
Q2JI37,AF-Q2JI37-F1,6,95.19,Synechococcus sp. (strain JA-2-3B'a(2-13)),321332,psaM,Photosystem I reaction center subunit XII,PSAM_SYNJB,30,https://alphafold.ebi.ac.uk/files/AF-Q2JI37-F1-model_v6.cif
Q2JT51,AF-Q2JT51-F1,6,95.38,Synechococcus sp. (strain JA-3-3Ab),321327,psaM,Photosystem I reaction center subunit XII,PSAM_SYNJA,30,https://alphafold.ebi.ac.uk/files/AF-Q2JT51-F1-model_v6.cif
Q30TS7,AF-Q30TS7-F1,6,95.25,Sulfurimonas denitrificans (strain ATCC 33889 / DSM 1251),326298,rpmJ,Large ribosomal subunit protein bL36,RL36_SULDN,37,https://alphafold.ebi.ac.uk/files/AF-Q30TS7-F1-model_v6.cif
Q318K4,AF-Q318K4-F1,6,95.31,Prochlorococcus marinus (strain MIT 9312),74546,rpmJ,Large ribosomal subunit protein bL36,RL36_PROM9,38,https://alphafold.ebi.ac.uk/files/AF-Q318K4-F1-model_v6.cif
Q31VX7,AF-Q31VX7-F1,6,95.56,Shigella boydii serotype 4 (strain Sb227),300268,rpmJ,Large ribosomal subunit protein bL36,RL36_SHIBS,38,https://alphafold.ebi.ac.uk/files/AF-Q31VX7-F1-model_v6.cif
Q32B52,AF-Q32B52-F1,6,95.38,Shigella dysenteriae serotype 1 (strain Sd197),300267,rpmJ,Large ribosomal subunit protein bL36,RL36_SHIDS,38,https://alphafold.ebi.ac.uk/files/AF-Q32B52-F1-model_v6.cif
Q3AM28,AF-Q3AM28-F1,6,96.38,Synechococcus sp. (strain CC9605),110662,rpmH,Large ribosomal subunit protein bL34,RL34_SYNSC,45,https://alphafold.ebi.ac.uk/files/AF-Q3AM28-F1-model_v6.cif
Q3AV42,AF-Q3AV42-F1,6,95.62,Synechococcus sp. (strain CC9902),316279,rpmH,Large ribosomal subunit protein bL34,RL34_SYNS9,45,https://alphafold.ebi.ac.uk/files/AF-Q3AV42-F1-model_v6.cif
Q3YWW0,AF-Q3YWW0-F1,6,95.44,Shigella sonnei (strain Ss046),300269,rpmJ,Large ribosomal subunit protein bL36,RL36_SHISS,38,https://alphafold.ebi.ac.uk/files/AF-Q3YWW0-F1-model_v6.cif
Q3Z957,AF-Q3Z957-F1,6,95.19,Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195),243164,rpmJ,Large ribosomal subunit protein bL36,RL36_DEHM1,37,https://alphafold.ebi.ac.uk/files/AF-Q3Z957-F1-model_v6.cif
Q3ZZQ0,AF-Q3ZZQ0-F1,6,95.25,Dehalococcoides mccartyi (strain CBDB1),255470,rpmJ,Large ribosomal subunit protein bL36,RL36_DEHMC,37,https://alphafold.ebi.ac.uk/files/AF-Q3ZZQ0-F1-model_v6.cif
Q46501,AF-Q46501-F1,6,95.31,Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),207559,rpmJ,Large ribosomal subunit protein bL36,RL36_OLEA2,37,https://alphafold.ebi.ac.uk/files/AF-Q46501-F1-model_v6.cif
Q47J81,AF-Q47J81-F1,6,96.06,Dechloromonas aromatica (strain RCB),159087,rpmJ,Large ribosomal subunit protein bL36,RL36_DECAR,37,https://alphafold.ebi.ac.uk/files/AF-Q47J81-F1-model_v6.cif
Q4A8J4,AF-Q4A8J4-F1,6,95.19,Mesomycoplasma hyopneumoniae (strain 7448),262722,rpmJ,Large ribosomal subunit protein bL36,RL36_MESH7,37,https://alphafold.ebi.ac.uk/files/AF-Q4A8J4-F1-model_v6.cif
Q4AAG3,AF-Q4AAG3-F1,6,95.38,Mesomycoplasma hyopneumoniae (strain J / ATCC 25934 / NCTC 10110),262719,rpmJ,Large ribosomal subunit protein bL36,RL36_MESHJ,37,https://alphafold.ebi.ac.uk/files/AF-Q4AAG3-F1-model_v6.cif
Q4G392,AF-Q4G392-F1,6,95.25,Emiliania huxleyi,2903,rpl34,Large ribosomal subunit protein bL34c,RK34_EMIHU,45,https://alphafold.ebi.ac.uk/files/AF-Q4G392-F1-model_v6.cif
Q5E893,AF-Q5E893-F1,6,95.62,Aliivibrio fischeri (strain ATCC 700601 / ES114),312309,rpmJ,Large ribosomal subunit protein bL36,RL36_ALIF1,37,https://alphafold.ebi.ac.uk/files/AF-Q5E893-F1-model_v6.cif
Q5L8D2,AF-Q5L8D2-F1,6,95.31,Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / LMG 10263 / NCTC 9343 / Onslow / VPI 2553 / EN-2),272559,rpmJ,Large ribosomal subunit protein bL36,RL36_BACFN,38,https://alphafold.ebi.ac.uk/files/AF-Q5L8D2-F1-model_v6.cif
Q5N606,AF-Q5N606-F1,6,95.12,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1),269084,rpmH,Large ribosomal subunit protein bL34,RL34_SYNP6,45,https://alphafold.ebi.ac.uk/files/AF-Q5N606-F1-model_v6.cif
Q62GM7,AF-Q62GM7-F1,6,95.94,Burkholderia mallei (strain ATCC 23344),243160,rpmJ,Large ribosomal subunit protein bL36,RL36_BURMA,38,https://alphafold.ebi.ac.uk/files/AF-Q62GM7-F1-model_v6.cif
Q661C1,AF-Q661C1-F1,6,95.25,Borrelia garinii subsp. bavariensis (strain ATCC BAA-2496 / DSM 23469 / PBi),290434,rpmJ,Large ribosomal subunit protein bL36,RL36_BORGP,37,https://alphafold.ebi.ac.uk/files/AF-Q661C1-F1-model_v6.cif
Q664U2,AF-Q664U2-F1,6,95.69,Yersinia pseudotuberculosis serotype I (strain IP32953),273123,rpmJ1,Large ribosomal subunit protein bL36A,RL361_YERPS,38,https://alphafold.ebi.ac.uk/files/AF-Q664U2-F1-model_v6.cif
Q6B8L0,AF-Q6B8L0-F1,6,95.44,Gracilaria tenuistipitata var. liui,285951,psb30,Photosystem II reaction center protein Psb30,PSB30_GRATL,34,https://alphafold.ebi.ac.uk/files/AF-Q6B8L0-F1-model_v6.cif
Q6KI32,AF-Q6KI32-F1,6,95.0,Mycoplasma mobile (strain ATCC 43663 / 163K / NCTC 11711),267748,rpmJ,Large ribosomal subunit protein bL36,RL36_MYCM1,38,https://alphafold.ebi.ac.uk/files/AF-Q6KI32-F1-model_v6.cif
Q6YQZ8,AF-Q6YQZ8-F1,6,95.25,Onion yellows phytoplasma (strain OY-M),262768,rpmJ,Large ribosomal subunit protein bL36,RL36_ONYPE,38,https://alphafold.ebi.ac.uk/files/AF-Q6YQZ8-F1-model_v6.cif
